sequence,index,robotz,exposure,result
301,0,830,61,1051
301,1,867,61,963
301,2,901,61,928
301,3,934,61,926
301,4,965,61,821
301,5,993,61,846
301,6,1020,61,980
301,7,1044,61,1221
301,8,1066,61,1461
301,9,1086,61,1414
301,10,1104,61,1187
301,11,1119,61,1061
301,12,1133,61,980
301,13,1144,61,927
301,14,1153,61,921
301,15,1160,61,903
301,16,1165,61,941
301,17,1167,61,1008
301,18,1167,61,1039
301,19,1167,61,1043
302,0,852,61,1461
302,1,890,61,1626
302,2,925,61,1824
302,3,958,61,1983
302,4,989,61,1893
302,5,1017,61,1786
302,6,1043,61,1708
302,7,1066,61,1704
302,8,1087,61,1669
302,9,1105,61,1651
302,10,1121,61,1668
302,11,1135,61,1685
302,12,1146,61,1706
302,13,1155,61,1713
302,14,1162,61,1737
302,15,1166,61,1787
302,16,1167,61,1847
302,17,1167,61,1819
302,18,1167,61,1816
302,19,1167,61,1795
303,0,825,61,2020
303,1,863,61,2051
303,2,899,61,2133
303,3,933,61,2221
303,4,964,61,2271
303,5,993,61,2317
303,6,1020,61,2365
303,7,1045,61,2381
303,8,1067,61,2353
303,9,1088,61,2382
303,10,1105,61,2430
303,11,1121,61,2452
303,12,1134,61,2443
303,13,1145,61,2504
303,14,1154,61,2481
303,15,1161,61,2512
303,16,1165,61,2485
303,17,1167,61,2415
303,18,1167,61,2394
303,19,1167,61,2418
304,0,832,61,881
304,1,869,61,830
304,2,905,61,778
304,3,938,61,774
304,4,969,61,821
304,5,997,61,819
304,6,1024,61,802
304,7,1070,61,840
304,8,1090,61,828
304,9,1107,61,872
304,10,1123,61,906
304,11,1136,61,901
304,12,1146,61,900
304,13,1155,61,890
304,14,1161,61,854
304,15,1165,61,815
304,16,1167,61,796
304,17,1167,61,767
304,18,1167,61,738
304,19,1167,61,733
305,0,802,62,846
305,1,843,62,1117
305,2,881,62,1099
305,3,916,62,1035
305,4,950,62,1237
305,5,981,62,1435
305,6,1009,62,1594
305,7,1035,62,1832
305,8,1059,62,1967
305,9,1081,62,2112
305,10,1100,62,2301
305,11,1116,62,2480
305,12,1131,62,2718
305,13,1143,62,2868
305,14,1152,62,2934
305,15,1159,62,3022
305,16,1167,62,3034
305,17,1167,62,2999
305,18,1167,62,2930
305,19,1167,62,2885
306,0,813,62,2159
306,1,853,62,2253
306,2,891,62,2402
306,3,959,62,2460
306,4,989,62,2540
306,5,1017,62,2668
306,6,1043,62,2692
306,7,1066,62,2717
306,8,1087,62,2764
306,9,1105,62,2815
306,10,1121,62,2783
306,11,1135,62,2876
306,12,1146,62,2815
306,13,1155,62,2872
306,14,1161,62,2827
306,15,1165,62,2791
306,16,1167,62,2729
306,17,1167,62,2725
306,18,1167,62,2721
306,19,1167,62,2689
307,0,814,62,1095
307,1,853,62,1023
307,2,889,62,974
307,3,923,62,864
307,4,955,62,785
307,5,985,62,754
307,6,1013,62,755
307,7,1038,62,757
307,8,1061,62,754
307,9,1082,62,751
307,10,1100,62,738
307,11,1131,62,748
307,12,1142,62,742
307,13,1152,62,753
307,14,1159,62,761
307,15,1164,62,803
307,16,1167,62,836
307,17,1167,62,884
307,18,1167,62,921
307,19,1167,62,946
308,0,812,62,973
308,1,853,62,1039
308,2,891,62,1068
308,3,927,62,972
308,4,960,62,897
308,5,991,62,889
308,6,1019,62,899
308,7,1045,62,906
308,8,1068,62,1025
308,9,1089,62,1178
308,10,1108,62,1328
308,11,1124,62,1501
308,12,1148,62,1675
308,13,1156,62,1773
308,14,1162,62,1860
308,15,1166,62,1889
308,16,1167,62,1876
308,17,1167,62,1808
308,18,1167,62,1745
308,19,1167,62,1687
309,0,807,62,1880
309,1,846,62,1940
309,2,883,62,2069
309,3,917,62,2177
309,4,950,62,2238
309,5,980,62,2190
309,6,1008,62,2358
309,7,1033,62,2368
309,8,1057,62,2378
309,9,1078,62,2456
309,10,1097,62,2488
309,11,1114,62,2510
309,12,1128,62,2517
309,13,1150,62,2524
309,14,1158,62,2508
309,15,1163,62,2477
309,16,1166,62,2436
309,17,1167,62,2418
309,18,1167,62,2389
309,19,1167,62,2378
310,0,827,63,1533
310,1,866,63,1705
310,2,903,63,1856
310,3,937,63,2094
310,4,969,63,2277
310,5,999,63,2293
310,6,1026,63,2236
310,7,1051,63,2194
310,8,1074,63,2161
310,9,1094,63,2148
310,10,1111,63,2075
310,11,1127,63,2055
310,12,1139,63,2034
310,13,1150,63,2034
310,14,1163,63,1957
310,15,1166,63,1915
310,16,1167,63,1889
310,17,1167,63,1897
310,18,1167,63,1849
310,19,1167,63,1880
311,0,814,63,1472
311,1,853,63,1630
311,2,890,63,1828
311,3,925,63,1890
311,4,958,63,1982
311,5,988,63,2095
311,6,1015,63,2288
311,7,1041,63,2313
311,8,1064,63,2300
311,9,1085,63,2387
311,10,1103,63,2432
311,11,1119,63,2501
311,12,1133,63,2574
311,13,1145,63,2558
311,14,1154,63,2491
311,15,1160,63,2440
311,16,1165,63,2378
311,17,1167,63,2322
311,18,1167,63,2209
311,19,1167,63,2182
312,0,837,63,1646
312,1,875,63,1915
312,2,911,63,2237
312,3,944,63,2452
312,4,975,63,2542
312,5,1004,63,2598
312,6,1030,63,2646
312,7,1054,63,2716
312,8,1076,63,2823
312,9,1113,63,2801
312,10,1127,63,2832
312,11,1140,63,2812
312,12,1150,63,2801
312,13,1158,63,2796
312,14,1163,63,2760
312,15,1166,63,2756
312,16,1167,63,2749
312,17,1167,63,2806
312,18,1167,63,2859
312,19,1167,63,2770
313,0,807,63,1135
313,1,848,63,1267
313,2,887,63,1409
313,3,923,63,1426
313,4,956,63,1413
313,5,987,63,1440
313,6,1016,63,1472
313,7,1066,63,1540
313,8,1087,63,1661
313,9,1106,63,1768
313,10,1122,63,1891
313,11,1136,63,1956
313,12,1147,63,2070
313,13,1156,63,2140
313,14,1162,63,2268
313,15,1166,63,2298
313,16,1167,63,2368
313,17,1167,63,2345
313,18,1167,63,2345
313,19,1167,63,2347
314,0,802,63,669
314,1,841,63,548
314,2,878,63,478
314,3,912,63,449
314,4,944,63,423
314,5,975,63,390
314,6,1003,63,355
314,7,1028,63,346
314,8,1052,63,352
314,9,1093,63,370
314,10,1110,63,415
314,11,1125,63,450
314,12,1137,63,489
314,13,1148,63,517
314,14,1156,63,588
314,15,1162,63,652
314,16,1166,63,741
314,17,1167,63,786
314,18,1167,63,757
314,19,1167,63,761
315,0,813,64,486
315,1,853,64,518
315,2,891,64,566
315,3,926,64,620
315,4,989,64,677
315,5,1017,64,661
315,6,1043,64,676
315,7,1066,64,725
315,8,1087,64,776
315,9,1105,64,830
315,10,1121,64,884
315,11,1135,64,962
315,12,1146,64,1022
315,13,1155,64,1099
315,14,1161,64,1165
315,15,1165,64,1216
315,16,1167,64,1270
315,17,1167,64,1334
315,18,1167,64,1416
315,19,1167,64,1495
316,0,839,64,1198
316,1,876,64,1311
316,2,912,64,1434
316,3,945,64,1482
316,4,976,64,1508
316,5,1030,64,1486
316,6,1054,64,1486
316,7,1076,64,1517
316,8,1095,64,1480
316,9,1112,64,1558
316,10,1127,64,1603
316,11,1139,64,1643
316,12,1149,64,1755
316,13,1157,64,1795
316,14,1163,64,1897
316,15,1166,64,1989
316,16,1167,64,2028
316,17,1167,64,2060
316,18,1167,64,2061
316,19,1167,64,2104
317,0,803,64,690
317,1,842,64,663
317,2,878,64,626
317,3,912,64,539
317,4,944,64,465
317,5,974,64,434
317,6,1002,64,404
317,7,1028,64,383
317,8,1051,64,382
317,9,1073,64,381
317,10,1092,64,385
317,11,1109,64,377
317,12,1124,64,370
317,13,1137,64,366
317,14,1147,64,365
317,15,1156,64,369
317,16,1162,64,377
317,17,1166,64,381
317,18,1167,64,379
317,19,1167,64,374
318,0,818,64,1492
318,1,858,64,1726
318,2,896,64,1822
318,3,931,64,1785
318,4,963,64,1719
318,5,993,64,1699
318,6,1021,64,1714
318,7,1069,64,1738
318,8,1090,64,1730
318,9,1108,64,1784
318,10,1124,64,1788
318,11,1137,64,1843
318,12,1148,64,1861
318,13,1156,64,1911
318,14,1167,64,1940
318,15,1167,64,1971
318,16,1167,64,1920
318,17,1167,64,1946
318,18,1167,64,1881
318,19,1167,64,1847
319,0,822,64,1345
319,1,862,64,1416
319,2,900,64,1438
319,3,935,64,1459
319,4,968,64,1497
319,5,998,64,1544
319,6,1026,64,1571
319,7,1074,64,1607
319,8,1095,64,1698
319,9,1140,64,1980
319,10,1151,64,2016
319,11,1159,64,2076
319,12,1167,64,1996
319,13,1167,64,1998
319,14,1167,64,1985
319,15,1167,64,1979
319,16,1167,64,1955
319,17,1167,64,1949
319,18,1167,64,1854
319,19,1167,64,1851
320,0,801,65,1727
320,1,842,65,1853
320,2,880,65,1873
320,3,915,65,1915
320,4,948,65,1944
320,5,979,65,2017
320,6,1008,65,2049
320,7,1034,65,2056
320,8,1058,65,2087
320,9,1099,65,1981
320,10,1115,65,1984
320,11,1130,65,1984
320,12,1142,65,2001
320,13,1152,65,1994
320,14,1159,65,2005
320,15,1164,65,2025
320,16,1167,65,2049
320,17,1167,65,2049
320,18,1167,65,1966
320,19,1167,65,1964
321,0,809,65,999
321,1,849,65,1194
321,2,887,65,1332
321,3,922,65,1416
321,4,955,65,1466
321,5,986,65,1502
321,6,1014,65,1422
321,7,1040,65,1396
321,8,1063,65,1422
321,9,1103,65,1487
321,10,1120,65,1539
321,11,1133,65,1595
321,12,1145,65,1633
321,13,1154,65,1641
321,14,1161,65,1654
321,15,1165,65,1670
321,16,1167,65,1654
321,17,1167,65,1664
321,18,1167,65,1658
321,19,1167,65,1651
322,0,824,65,922
322,1,860,65,893
322,2,895,65,884
322,3,927,65,983
322,4,958,65,1119
322,5,986,65,1185
322,6,1013,65,1199
322,7,1037,65,1292
322,8,1059,65,1382
322,9,1080,65,1494
322,10,1098,65,1519
322,11,1114,65,1606
322,12,1128,65,1599
322,13,1149,65,1654
322,14,1157,65,1677
322,15,1162,65,1700
322,16,1166,65,1692
322,17,1167,65,1699
322,18,1167,65,1666
322,19,1167,65,1610
323,0,839,65,2083
323,1,877,65,1998
323,2,912,65,2190
323,3,945,65,2211
323,4,976,65,2262
323,5,1004,65,2363
323,6,1030,65,2487
323,7,1054,65,2572
323,8,1076,65,2651
323,9,1095,65,2653
323,10,1112,65,2647
323,11,1127,65,2674
323,12,1139,65,2676
323,13,1149,65,2649
323,14,1157,65,2689
323,15,1163,65,2645
323,16,1166,65,2629
323,17,1167,65,2641
323,18,1167,65,2623
323,19,1167,65,2627
324,0,835,65,1131
324,1,874,65,1316
324,2,911,65,1363
324,3,946,65,1399
324,4,978,65,1348
324,5,1007,65,1329
324,6,1034,65,1358
324,7,1058,65,1481
324,8,1080,65,1693
324,9,1100,65,1709
324,10,1117,65,1855
324,11,1131,65,1984
324,12,1143,65,2202
324,13,1160,65,2436
324,14,1165,65,2553
324,15,1167,65,2610
324,16,1167,65,2679
324,17,1167,65,2599
324,18,1167,65,2632
324,19,1167,65,2658
325,0,833,66,807
325,1,871,66,921
325,2,906,66,1032
325,3,940,66,1056
325,4,971,66,1028
325,5,999,66,871
325,6,1026,66,741
325,7,1050,66,598
325,8,1072,66,497
325,9,1109,66,435
325,10,1124,66,393
325,11,1137,66,371
325,12,1148,66,351
325,13,1156,66,351
325,14,1162,66,354
325,15,1165,66,353
325,16,1167,66,361
325,17,1167,66,363
325,18,1167,66,360
325,19,1167,66,360
326,0,830,66,1880
326,1,869,66,1989
326,2,906,66,2062
326,3,940,66,2027
326,4,972,66,2189
326,5,1001,66,2284
326,6,1028,66,2386
326,7,1053,66,2431
326,8,1075,66,2455
326,9,1095,66,2483
326,10,1112,66,2473
326,11,1127,66,2586
326,12,1140,66,2497
326,13,1150,66,2531
326,14,1158,66,2484
326,15,1163,66,2402
326,16,1167,66,2411
326,17,1167,66,2422
326,18,1167,66,2445
326,19,1167,66,2461
327,0,812,66,1073
327,1,852,66,1250
327,2,890,66,1422
327,3,925,66,1384
327,4,958,66,1281
327,5,989,66,1182
327,6,1017,66,1174
327,7,1066,66,1220
327,8,1087,66,1246
327,9,1105,66,1275
327,10,1121,66,1315
327,11,1135,66,1322
327,12,1146,66,1291
327,13,1155,66,1273
327,14,1162,66,1219
327,15,1166,66,1208
327,16,1167,66,1169
327,17,1167,66,1179
327,18,1167,66,1174
327,19,1167,66,1169
328,0,833,66,2638
328,1,871,66,2824
328,2,907,66,2776
328,3,940,66,2620
328,4,971,66,2513
328,5,999,66,2599
328,6,1026,66,2538
328,7,1050,66,2543
328,8,1072,66,2532
328,9,1092,66,2601
328,10,1109,66,2547
328,11,1137,66,2546
328,12,1148,66,2516
328,13,1156,66,2609
328,14,1162,66,2532
328,15,1166,66,2505
328,16,1167,66,2535
328,17,1167,66,2542
328,18,1167,66,2497
328,19,1167,66,2480
329,0,819,66,1341
329,1,859,66,1267
329,2,897,66,1234
329,3,932,66,1270
329,4,965,66,1334
329,5,995,66,1437
329,6,1023,66,1536
329,7,1048,66,1632
329,8,1071,66,1724
329,9,1092,66,1741
329,10,1110,66,1766
329,11,1125,66,1809
329,12,1138,66,1862
329,13,1157,66,1871
329,14,1163,66,1908
329,15,1166,66,1900
329,16,1167,66,1873
329,17,1167,66,1829
329,18,1167,66,1791
329,19,1167,66,1766
330,0,821,67,2180
330,1,859,67,2211
330,2,896,67,2205
330,3,930,67,2281
330,4,962,67,2217
330,5,991,67,2231
330,6,1018,67,2234
330,7,1043,67,2203
330,8,1066,67,2267
330,9,1087,67,2324
330,10,1105,67,2301
330,11,1120,67,2255
330,12,1134,67,2246
330,13,1145,67,2246
330,14,1154,67,2196
330,15,1161,67,2145
330,16,1165,67,2142
330,17,1167,67,2132
330,18,1167,67,2068
330,19,1167,67,2026
331,0,802,67,2239
331,1,841,67,2314
331,2,878,67,2338
331,3,912,67,2350
331,4,945,67,2403
331,5,975,67,2469
331,6,1003,67,2488
331,7,1029,67,2418
331,8,1052,67,2460
331,9,1074,67,2459
331,10,1110,67,2505
331,11,1125,67,2491
331,12,1138,67,2484
331,13,1148,67,2477
331,14,1156,67,2517
331,15,1162,67,2530
331,16,1166,67,2480
331,17,1167,67,2535
331,18,1167,67,2558
331,19,1167,67,2561
332,0,835,67,605
332,1,872,67,701
332,2,907,67,726
332,3,940,67,594
332,4,970,67,473
332,5,999,67,413
332,6,1025,67,417
332,7,1049,67,449
332,8,1071,67,496
332,9,1091,67,532
332,10,1108,67,558
332,11,1155,67,573
332,12,1161,67,585
332,13,1165,67,622
332,14,1167,67,655
332,15,1167,67,694
332,16,1167,67,745
332,17,1167,67,774
332,18,1167,67,803
332,19,1167,67,800
333,0,808,67,980
333,1,848,67,1003
333,2,886,67,1113
333,3,921,67,1276
333,4,954,67,1370
333,5,985,67,1474
333,6,1013,67,1507
333,7,1039,67,1622
333,8,1062,67,1638
333,9,1083,67,1674
333,10,1102,67,1682
333,11,1119,67,1738
333,12,1133,67,1773
333,13,1144,67,1824
333,14,1153,67,1874
333,15,1165,67,1928
333,16,1167,67,1948
333,17,1167,67,1929
333,18,1167,67,1885
333,19,1167,67,1861
334,0,824,67,2062
334,1,862,67,2154
334,2,898,67,2154
334,3,932,67,2069
334,4,963,67,2054
334,5,992,67,2066
334,6,1019,67,2091
334,7,1044,67,2095
334,8,1067,67,2127
334,9,1087,67,2188
334,10,1105,67,2260
334,11,1120,67,2309
334,12,1134,67,2369
334,13,1145,67,2410
334,14,1154,67,2536
334,15,1165,67,2570
334,16,1167,67,2548
334,17,1167,67,2536
334,18,1167,67,2564
334,19,1167,67,2486
335,0,820,68,576
335,1,892,68,603
335,2,925,68,610
335,3,956,68,563
335,4,985,68,557
335,5,1012,68,485
335,6,1037,68,498
335,7,1059,68,543
335,8,1080,68,491
335,9,1098,68,433
335,10,1115,68,396
335,11,1129,68,367
335,12,1141,68,357
335,13,1150,68,355
335,14,1158,68,374
335,15,1163,68,388
335,16,1166,68,413
335,17,1167,68,424
335,18,1167,68,435
335,19,1167,68,447
336,0,808,68,1154
336,1,848,68,1185
336,2,886,68,1172
336,3,922,68,1194
336,4,955,68,1297
336,5,985,68,1384
336,6,1014,68,1460
336,7,1040,68,1552
336,8,1063,68,1617
336,9,1084,68,1714
336,10,1103,68,1824
336,11,1119,68,1876
336,12,1133,68,1889
336,13,1145,68,1990
336,14,1154,68,2068
336,15,1165,68,2043
336,16,1167,68,2057
336,17,1167,68,2018
336,18,1167,68,2067
336,19,1167,68,2072
337,0,803,68,1760
337,1,844,68,1657
337,2,883,68,1572
337,3,919,68,1564
337,4,952,68,1739
337,5,984,68,1902
337,6,1012,68,1962
337,7,1039,68,2090
337,8,1063,68,2233
337,9,1084,68,2467
337,10,1145,68,2694
337,11,1145,68,2719
337,12,1154,68,2638
337,13,1161,68,2636
337,14,1165,68,2630
337,15,1167,68,2552
337,16,1167,68,2462
337,17,1167,68,2454
337,18,1167,68,2386
337,19,1167,68,2362
338,0,808,68,910
338,1,850,68,1023
338,2,888,68,1071
338,3,925,68,1217
338,4,958,68,1366
338,5,1018,68,1618
338,6,1044,68,1742
338,7,1068,68,1859
338,8,1089,68,1905
338,9,1108,68,2059
338,10,1124,68,2140
338,11,1137,68,2281
338,12,1148,68,2441
338,13,1157,68,2469
338,14,1163,68,2566
338,15,1166,68,2549
338,16,1167,68,2589
338,17,1167,68,2524
338,18,1167,68,2509
338,19,1167,68,2435
339,0,834,68,1937
339,1,872,68,2189
339,2,908,68,2312
339,3,941,68,2268
339,4,1001,68,2330
339,5,1028,68,2432
339,6,1052,68,2399
339,7,1074,68,2418
339,8,1094,68,2438
339,9,1111,68,2498
339,10,1126,68,2496
339,11,1138,68,2551
339,12,1149,68,2526
339,13,1157,68,2501
339,14,1162,68,2520
339,15,1166,68,2487
339,16,1167,68,2498
339,17,1167,68,2445
339,18,1167,68,2424
339,19,1167,68,2471
340,0,832,69,1278
340,1,870,69,1461
340,2,906,69,1558
340,3,939,69,1717
340,4,970,69,1817
340,5,999,69,1908
340,6,1049,69,1998
340,7,1071,69,2037
340,8,1091,69,2130
340,9,1108,69,2188
340,10,1124,69,2228
340,11,1137,69,2287
340,12,1147,69,2300
340,13,1155,69,2319
340,14,1162,69,2346
340,15,1165,69,2366
340,16,1167,69,2334
340,17,1167,69,2306
340,18,1167,69,2359
340,19,1167,69,2332
341,0,830,69,300
341,1,870,69,286
341,2,907,69,271
341,3,974,69,267
341,4,1004,69,268
341,5,1031,69,286
341,6,1056,69,294
341,7,1078,69,320
341,8,1098,69,369
341,9,1115,69,449
341,10,1130,69,536
341,11,1143,69,648
341,12,1152,69,721
341,13,1160,69,780
341,14,1164,69,845
341,15,1167,69,890
341,16,1167,69,952
341,17,1167,69,988
341,18,1167,69,1033
341,19,1167,69,1016
342,0,812,69,795
342,1,852,69,811
342,2,891,69,810
342,3,926,69,891
342,4,960,69,963
342,5,991,69,1080
342,6,1019,69,1250
342,7,1045,69,1361
342,8,1068,69,1421
342,9,1089,69,1472
342,10,1108,69,1497
342,11,1137,69,1526
342,12,1148,69,1586
342,13,1156,69,1592
342,14,1162,69,1556
342,15,1166,69,1545
342,16,1167,69,1526
342,17,1167,69,1523
342,18,1167,69,1513
342,19,1167,69,1518
343,0,837,69,695
343,1,875,69,592
343,2,944,69,472
343,3,975,69,385
343,4,1004,69,310
343,5,1030,69,274
343,6,1054,69,253
343,7,1076,69,253
343,8,1095,69,250
343,9,1112,69,262
343,10,1127,69,285
343,11,1140,69,325
343,12,1150,69,363
343,13,1158,69,404
343,14,1163,69,408
343,15,1166,69,401
343,16,1167,69,385
343,17,1167,69,369
343,18,1167,69,381
343,19,1167,69,378
344,0,807,69,1286
344,1,847,69,1466
344,2,884,69,1659
344,3,919,69,1793
344,4,952,69,1948
344,5,983,69,2071
344,6,1011,69,2094
344,7,1037,69,2120
344,8,1060,69,2130
344,9,1081,69,2056
344,10,1100,69,1975
344,11,1117,69,1975
344,12,1131,69,2002
344,13,1143,69,2020
344,14,1152,69,2033
344,15,1159,69,2081
344,16,1164,69,2084
344,17,1167,69,2086
344,18,1167,69,2117
344,19,1167,69,2139
345,0,802,70,478
345,1,843,70,521
345,2,882,70,527
345,3,953,70,541
345,4,984,70,569
345,5,1013,70,626
345,6,1040,70,703
345,7,1064,70,770
345,8,1085,70,853
345,9,1104,70,932
345,10,1121,70,1011
345,11,1135,70,1102
345,12,1146,70,1210
345,13,1155,70,1276
345,14,1162,70,1356
345,15,1166,70,1408
345,16,1167,70,1454
345,17,1167,70,1532
345,18,1167,70,1579
345,19,1167,70,1651
