sequence,index,robotz,exposure,result
120,3,922,25,4277
120,4,956,25,4509
120,5,1015,25,4821
120,6,1041,25,5158
120,7,1065,25,5685
120,8,1086,25,5811
120,9,1105,25,5957
120,10,1121,25,5925
120,11,1135,25,5985
120,12,1146,25,6151
120,13,1155,25,6397
120,14,1162,25,6500
120,15,1166,25,6358
120,16,1167,25,6436
120,17,1167,25,6189
120,18,1167,25,6060
120,19,1167,25,6012
121,0,814,25,5959
121,1,854,25,6077
121,2,890,25,6263
121,3,925,25,6384
121,4,957,25,6609
121,5,987,25,6584
121,6,1015,25,6958
121,7,1041,25,7242
121,8,1064,25,7566
121,9,1084,25,7833
121,10,1103,25,8235
121,11,1119,25,8239
121,12,1133,25,8626
121,13,1144,25,8712
121,14,1153,25,8616
121,15,1160,25,8708
121,16,1165,25,8752
121,17,1167,25,8606
121,18,1167,25,8440
121,19,1167,25,8472
122,0,809,25,6156
122,1,849,25,6351
122,2,888,25,6520
122,3,923,25,6900
122,4,957,25,7505
122,5,988,25,7889
122,6,1016,25,8494
122,7,1042,25,8627
122,8,1066,25,9080
122,9,1087,25,9260
122,10,1121,25,9338
122,11,1135,25,9403
122,12,1146,25,9215
122,13,1155,25,9231
122,14,1161,25,9220
122,15,1165,25,9147
122,16,1167,25,9258
122,17,1167,25,9377
122,18,1167,25,9229
122,19,1167,25,8969
123,0,814,25,1958
123,1,853,25,2133
123,2,890,25,2630
123,3,924,25,2826
123,4,956,25,2917
123,5,986,25,3194
123,6,1039,25,3733
123,7,1062,25,4247
123,8,1083,25,4700
123,9,1101,25,4967
123,10,1118,25,5173
123,11,1131,25,5159
123,12,1143,25,5206
123,13,1152,25,5163
123,14,1159,25,5245
123,15,1164,25,5197
123,16,1167,25,5309
123,17,1167,25,5145
123,18,1167,25,5223
123,19,1167,25,5143
124,0,836,25,1629
124,1,874,25,1497
124,2,910,25,1412
124,3,944,25,1349
124,4,975,25,1415
124,5,1004,25,1514
124,6,1031,25,1516
124,7,1077,25,1517
124,8,1096,25,1556
124,9,1113,25,1774
124,10,1128,25,2235
124,11,1141,25,2552
124,12,1164,25,2453
124,13,1167,25,2542
124,14,1167,25,2566
124,15,1167,25,2608
124,16,1167,25,2498
124,17,1167,25,2419
124,18,1167,25,2354
124,19,1167,25,2251
125,0,824,26,3135
125,1,862,26,3499
125,2,899,26,3806
125,3,965,26,3928
125,4,994,26,4177
125,5,1021,26,4528
125,6,1046,26,4679
125,7,1069,26,4967
125,8,1089,26,5131
125,9,1107,26,5395
125,10,1122,26,5639
125,11,1136,26,5796
125,12,1146,26,5908
125,13,1155,26,5912
125,14,1161,26,5909
125,15,1165,26,5924
125,16,1167,26,5752
125,17,1167,26,5563
125,18,1167,26,5477
125,19,1167,26,5280
126,0,812,26,2391
126,1,852,26,2707
126,2,890,26,2973
126,3,926,26,3118
126,4,959,26,3430
126,5,990,26,3782
126,6,1044,26,3977
126,7,1067,26,4314
126,8,1088,26,4567
126,9,1107,26,4814
126,10,1123,26,5148
126,11,1156,26,6416
126,12,1162,26,6807
126,13,1166,26,6995
126,14,1167,26,7002
126,15,1167,26,7204
126,16,1167,26,7197
126,17,1167,26,7244
126,18,1167,26,6958
126,19,1167,26,6842
127,0,853,26,3572
127,1,890,26,3637
127,2,924,26,3448
127,3,956,26,3544
127,4,986,26,3843
127,5,1013,26,4249
127,6,1038,26,4615
127,7,1061,26,5243
127,8,1082,26,5594
127,9,1101,26,5901
127,10,1117,26,6171
127,11,1131,26,6411
127,12,1143,26,6487
127,13,1152,26,6489
127,14,1159,26,6342
127,15,1164,26,6421
127,16,1166,26,6320
127,17,1167,26,6341
127,18,1167,26,6190
127,19,1167,26,6122
128,0,803,26,4666
128,1,845,26,5308
128,2,883,26,5905
128,3,920,26,6494
128,4,954,26,7374
128,5,985,26,8152
128,6,1014,26,8953
128,7,1040,26,9120
128,8,1064,26,9312
128,9,1085,26,9473
128,10,1104,26,9411
128,11,1121,26,9326
128,12,1135,26,9468
128,13,1146,26,9393
128,14,1155,26,9448
128,15,1161,26,9375
128,16,1165,26,9320
128,17,1167,26,9197
128,18,1167,26,9277
128,19,1167,26,9143
129,0,828,26,5161
129,1,868,26,5590
129,2,904,26,6056
129,3,939,26,6196
129,4,971,26,6406
129,5,1000,26,6763
129,6,1028,26,7078
129,7,1052,26,7452
129,8,1075,26,7871
129,9,1095,26,8114
129,10,1112,26,8073
129,11,1127,26,8336
129,12,1150,26,8333
129,13,1158,26,8241
129,14,1163,26,8292
129,15,1166,26,8172
129,16,1167,26,8063
129,17,1167,26,7610
129,18,1167,26,7525
129,19,1167,26,7167
130,0,837,27,1068
130,1,873,27,1064
130,2,908,27,1046
130,3,940,27,1037
130,4,971,27,1141
130,5,999,27,1275
130,6,1025,27,1346
130,7,1049,27,1362
130,8,1070,27,1337
130,9,1090,27,1279
130,10,1107,27,1243
130,11,1122,27,1203
130,12,1135,27,1147
130,13,1146,27,1096
130,14,1161,27,1073
130,15,1165,27,1088
130,16,1167,27,1126
130,17,1167,27,1129
130,18,1167,27,1146
130,19,1167,27,1137
131,0,805,27,2866
131,1,846,27,3291
131,2,884,27,3559
131,3,920,27,3869
131,4,954,27,4401
131,5,985,27,4757
131,6,1013,27,5013
131,7,1040,27,5458
131,8,1063,27,5798
131,9,1085,27,6202
131,10,1103,27,6585
131,11,1134,27,6979
131,12,1145,27,7166
131,13,1154,27,7380
131,14,1161,27,7690
131,15,1165,27,7760
131,16,1167,27,7877
131,17,1167,27,7954
131,18,1167,27,7786
131,19,1167,27,7878
132,0,837,27,1157
132,1,875,27,1221
132,2,910,27,1447
132,3,943,27,1973
132,4,974,27,2493
132,5,1003,27,2775
132,6,1029,27,2954
132,7,1053,27,3239
132,8,1126,27,3978
132,9,1126,27,4282
132,10,1139,27,4614
132,11,1149,27,5078
132,12,1163,27,5207
132,13,1166,27,5537
132,14,1167,27,5723
132,15,1167,27,6042
132,16,1167,27,6287
132,17,1167,27,6470
132,18,1167,27,6696
132,19,1167,27,6830
133,0,804,27,1461
133,1,879,27,1393
133,2,914,27,1358
133,3,946,27,1401
133,4,976,27,1608
133,5,1004,27,1892
133,6,1030,27,2224
133,7,1053,27,2324
133,8,1075,27,2363
133,9,1094,27,2426
133,10,1111,27,2437
133,11,1125,27,2605
133,12,1138,27,2810
133,13,1148,27,2908
133,14,1156,27,3007
133,15,1162,27,3084
133,16,1166,27,3123
133,17,1167,27,3265
133,18,1167,27,3340
133,19,1167,27,3323
134,0,805,27,2131
134,1,845,27,1968
134,2,884,27,2043
134,3,920,27,2434
134,4,953,27,2851
134,5,984,27,3050
134,6,1013,27,3088
134,7,1103,27,3516
134,8,1103,27,4020
134,9,1119,27,4435
134,10,1134,27,4769
134,11,1145,27,5263
134,12,1154,27,5481
134,13,1161,27,5732
134,14,1165,27,5952
134,15,1167,27,6062
134,16,1167,27,6042
134,17,1167,27,5574
134,18,1167,27,5264
134,19,1167,27,5042
135,0,831,28,4332
135,1,869,28,4778
135,2,905,28,5053
135,3,938,28,5447
135,4,970,28,5687
135,5,1025,28,5882
135,6,1050,28,5879
135,7,1072,28,6074
135,8,1092,28,6389
135,9,1109,28,6626
135,10,1124,28,6643
135,11,1137,28,6695
135,12,1148,28,6771
135,13,1156,28,6748
135,14,1162,28,6656
135,15,1165,28,6633
135,16,1167,28,6596
135,17,1167,28,6625
135,18,1167,28,6492
135,19,1167,28,6522
136,0,829,28,4623
136,1,868,28,4836
136,2,938,28,5033
136,3,970,28,5497
136,4,999,28,5581
136,5,1026,28,5821
136,6,1051,28,6008
136,7,1073,28,6308
136,8,1093,28,6367
136,9,1111,28,6444
136,10,1126,28,6563
136,11,1139,28,6547
136,12,1149,28,6442
136,13,1157,28,6336
136,14,1163,28,6248
136,15,1166,28,6210
136,16,1167,28,6017
136,17,1167,28,5822
136,18,1167,28,5753
136,19,1167,28,5591
137,0,837,28,3815
137,1,909,28,3772
137,2,942,28,3936
137,3,972,28,4497
137,4,1001,28,5010
137,5,1072,28,7062
137,6,1092,28,7242
137,7,1109,28,7313
137,8,1124,28,7549
137,9,1137,28,7434
137,10,1147,28,7559
137,11,1156,28,7623
137,12,1162,28,7592
137,13,1165,28,7698
137,14,1167,28,7477
137,15,1167,28,7545
137,16,1167,28,7570
137,17,1167,28,7595
137,18,1167,28,7542
137,19,1167,28,7547
138,0,802,28,2008
138,1,843,28,2213
138,2,881,28,2387
138,3,917,28,2507
138,4,950,28,2693
138,5,981,28,2904
138,6,1010,28,3133
138,7,1036,28,3334
138,8,1060,28,3548
138,9,1100,28,3651
138,10,1117,28,3749
138,11,1131,28,4026
138,12,1143,28,4434
138,13,1153,28,4724
138,14,1160,28,5084
138,15,1165,28,5624
138,16,1167,28,5791
138,17,1167,28,5939
138,18,1167,28,5921
138,19,1167,28,5959
139,0,839,28,998
139,1,876,28,877
139,2,910,28,742
139,3,943,28,632
139,4,973,28,554
139,5,1001,28,506
139,6,1027,28,489
139,7,1108,28,395
139,8,1108,28,369
139,9,1123,28,346
139,10,1136,28,339
139,11,1147,28,349
139,12,1155,28,399
139,13,1161,28,495
139,14,1165,28,642
139,15,1167,28,784
139,16,1167,28,894
139,17,1167,28,928
139,18,1167,28,922
139,19,1167,28,882
140,0,809,29,1810
140,1,850,29,2061
140,2,888,29,2277
140,3,924,29,2530
140,4,957,29,2621
140,5,988,29,2664
140,6,1017,29,2774
140,7,1043,29,2830
140,8,1066,29,3043
140,9,1087,29,3358
140,10,1106,29,3580
140,11,1122,29,3839
140,12,1136,29,4253
140,13,1147,29,4480
140,14,1155,29,4690
140,15,1162,29,4664
140,16,1165,29,4652
140,17,1167,29,4531
140,18,1167,29,4554
140,19,1167,29,4568
141,0,833,29,5015
141,1,870,29,4973
141,2,905,29,4920
141,3,938,29,4967
141,4,969,29,5030
141,5,997,29,5021
141,6,1023,29,5061
141,7,1048,29,5084
141,8,1070,29,5254
141,9,1089,29,5508
141,10,1107,29,5819
141,11,1122,29,5924
141,12,1135,29,5987
141,13,1146,29,5922
141,14,1155,29,6067
141,15,1161,29,6071
141,16,1167,29,6183
141,17,1167,29,6109
141,18,1167,29,6062
141,19,1167,29,6113
142,0,819,29,2308
142,1,858,29,2310
142,2,894,29,2184
142,3,929,29,1892
142,4,961,29,1523
142,5,990,29,1249
142,6,1018,29,1192
142,7,1043,29,1464
142,8,1066,29,1739
142,9,1086,29,2022
142,10,1104,29,2168
142,11,1120,29,2248
142,12,1134,29,2282
142,13,1145,29,2167
142,14,1154,29,2062
142,15,1165,29,1993
142,16,1166,29,1916
142,17,1167,29,1772
142,18,1167,29,1659
142,19,1167,29,1603
143,0,828,29,2884
143,1,866,29,2856
143,2,902,29,2850
143,3,936,29,2845
143,4,967,29,2853
143,5,996,29,2911
143,6,1023,29,3030
143,7,1048,29,3122
143,8,1090,29,3079
143,9,1108,29,3164
143,10,1123,29,3160
143,11,1136,29,3144
143,12,1147,29,3168
143,13,1156,29,3211
143,14,1162,29,3262
143,15,1166,29,3253
143,16,1167,29,3282
143,17,1167,29,3257
143,18,1167,29,3237
143,19,1167,29,3392
144,0,816,29,4674
144,1,855,29,4992
144,2,892,29,5162
144,3,927,29,5253
144,4,959,29,5500
144,5,989,29,5599
144,6,1017,29,5742
144,7,1042,29,5944
144,8,1065,29,5965
144,9,1086,29,5973
144,10,1104,29,6099
144,11,1120,29,6232
144,12,1134,29,6270
144,13,1145,29,6351
144,14,1154,29,6254
144,15,1165,29,6015
144,16,1167,29,6046
144,17,1167,29,6082
144,18,1167,29,6212
144,19,1167,29,6062
145,0,814,30,2679
145,1,853,30,2955
145,2,891,30,2839
145,3,926,30,2787
145,4,958,30,3023
145,5,989,30,3363
145,6,1017,30,3659
145,7,1042,30,3902
145,8,1065,30,3938
145,9,1086,30,4133
145,10,1105,30,4347
145,11,1121,30,4583
145,12,1146,30,4761
145,13,1155,30,4947
145,14,1161,30,5041
145,15,1165,30,5071
145,16,1167,30,5045
145,17,1167,30,5053
145,18,1167,30,5018
145,19,1167,30,4931
146,0,811,30,4238
146,1,850,30,4342
146,2,886,30,4547
146,3,921,30,4724
146,4,983,30,4850
146,5,1011,30,4834
146,6,1037,30,4793
146,7,1060,30,4777
146,8,1081,30,4768
146,9,1100,30,4836
146,10,1116,30,4921
146,11,1130,30,4959
146,12,1142,30,4944
146,13,1152,30,4919
146,14,1159,30,4866
146,15,1164,30,4805
146,16,1167,30,4867
146,17,1167,30,4825
146,18,1167,30,4748
146,19,1167,30,4756
147,0,837,30,3739
147,1,876,30,3941
147,2,912,30,4099
147,3,947,30,4296
147,4,978,30,4542
147,5,1007,30,4692
147,6,1034,30,4943
147,7,1058,30,5060
147,8,1080,30,5386
147,9,1117,30,5734
147,10,1131,30,5962
147,11,1143,30,6304
147,12,1153,30,6320
147,13,1160,30,6387
147,14,1165,30,6385
147,15,1167,30,6471
147,16,1167,30,6310
147,17,1167,30,6285
147,18,1167,30,6192
147,19,1167,30,6223
148,0,808,30,3948
148,1,849,30,4077
148,2,887,30,4405
148,3,923,30,4807
148,4,956,30,5152
148,5,987,30,5609
148,6,1015,30,5895
148,7,1041,30,6094
148,8,1065,30,6375
148,9,1105,30,6463
148,10,1121,30,6577
148,11,1135,30,6582
148,12,1146,30,6554
148,13,1155,30,6591
148,14,1162,30,6325
148,15,1166,30,6284
148,16,1167,30,6400
148,17,1167,30,6402
148,18,1167,30,6423
148,19,1167,30,6355
149,0,815,30,4067
149,1,854,30,4259
149,2,891,30,4694
149,3,926,30,4794
149,4,958,30,4857
149,5,988,30,4897
149,6,1016,30,5133
149,7,1041,30,5402
149,8,1064,30,5561
149,9,1085,30,5759
149,10,1103,30,5995
149,11,1119,30,6100
149,12,1133,30,6258
149,13,1153,30,6218
149,14,1160,30,6347
149,15,1165,30,6357
149,16,1167,30,6419
149,17,1167,30,6315
149,18,1167,30,6443
149,19,1167,30,6471
150,0,814,31,986
150,1,852,31,959
150,2,889,31,939
150,3,955,31,984
150,4,985,31,1014
150,5,1013,31,1282
150,6,1038,31,1487
150,7,1061,31,1641
150,8,1082,31,1772
150,9,1101,31,1891
150,10,1117,31,1893
150,11,1131,31,1915
150,12,1143,31,1961
150,13,1152,31,1969
150,14,1159,31,1985
150,15,1164,31,1943
150,16,1167,31,1988
150,17,1167,31,1955
150,18,1167,31,1969
150,19,1167,31,1953
151,0,874,31,1850
151,1,910,31,1977
151,2,943,31,2126
151,3,974,31,2191
151,4,1003,31,2223
151,5,1029,31,2452
151,6,1054,31,2580
151,7,1075,31,2754
151,8,1095,31,2956
151,9,1112,31,3250
151,10,1127,31,3489
151,11,1139,31,3706
151,12,1150,31,3815
151,13,1157,31,3928
151,14,1163,31,4012
151,15,1166,31,4143
151,16,1167,31,4230
151,17,1167,31,4378
151,18,1167,31,4334
151,19,1167,31,4415
152,0,813,31,1666
152,1,853,31,1728
152,2,891,31,1816
152,3,926,31,1833
152,4,959,31,1789
152,5,990,31,1662
152,6,1018,31,1623
152,7,1067,31,1593
152,8,1087,31,1495
152,9,1106,31,1478
152,10,1122,31,1425
152,11,1135,31,1342
152,12,1147,31,1278
152,13,1155,31,1277
152,14,1162,31,1243
152,15,1165,31,1218
152,16,1167,31,1214
152,17,1167,31,1298
152,18,1167,31,1378
152,19,1167,31,1418
153,0,816,31,1982
153,1,856,31,1838
153,2,893,31,1714
153,3,928,31,1882
153,4,960,31,2230
153,5,990,31,2493
153,6,1018,31,2739
153,7,1044,31,3078
153,8,1087,31,3148
153,9,1106,31,3217
153,10,1122,31,3381
153,11,1135,31,3562
153,12,1146,31,3624
153,13,1155,31,3650
153,14,1161,31,3635
153,15,1165,31,3665
153,16,1167,31,3745
153,17,1167,31,3759
153,18,1167,31,3813
153,19,1167,31,3776
154,0,836,31,1004
154,1,874,31,941
154,2,910,31,830
154,3,943,31,760
154,4,975,31,752
154,5,1003,31,754
154,6,1030,31,787
154,7,1054,31,916
154,8,1076,31,1019
154,9,1095,31,1161
154,10,1113,31,1246
154,11,1127,31,1228
154,12,1140,31,1151
154,13,1150,31,1064
154,14,1158,31,975
154,15,1166,31,918
154,16,1167,31,869
154,17,1167,31,826
154,18,1167,31,794
154,19,1167,31,768
155,0,861,32,2791
155,1,899,32,3125
155,2,934,32,3531
155,3,967,32,3876
155,4,997,32,4341
155,5,1025,32,4822
155,6,1050,32,5140
155,7,1073,32,5203
155,8,1093,32,5318
155,9,1111,32,5287
155,10,1126,32,5394
155,11,1139,32,5447
155,12,1150,32,5424
155,13,1158,32,5429
155,14,1163,32,5443
155,15,1166,32,5438
155,16,1167,32,5462
155,17,1167,32,5491
155,18,1167,32,5463
155,19,1167,32,5470
156,0,815,32,2883
156,1,855,32,2959
156,2,892,32,3208
156,3,927,32,3512
156,4,960,32,3850
156,5,990,32,3842
156,6,1044,32,4034
156,7,1067,32,3979
156,8,1088,32,4045
156,9,1106,32,4057
156,10,1122,32,4107
156,11,1135,32,4282
156,12,1147,32,4371
156,13,1155,32,4475
156,14,1162,32,4543
156,15,1166,32,4510
156,16,1167,32,4620
156,17,1167,32,4606
156,18,1167,32,4552
156,19,1167,32,4467
157,0,835,32,3895
157,1,873,32,4072
157,2,909,32,4104
157,3,943,32,4180
157,4,974,32,4334
157,5,1003,32,4510
157,6,1029,32,4778
157,7,1053,32,4846
157,8,1075,32,4829
157,9,1095,32,4968
157,10,1112,32,5169
157,11,1127,32,5328
157,12,1139,32,5501
157,13,1149,32,5652
157,14,1157,32,5636
157,15,1163,32,5824
157,16,1167,32,5864
157,17,1167,32,5949
157,18,1167,32,5837
157,19,1167,32,5834
158,0,835,32,1775
158,1,875,32,2332
158,2,911,32,2813
158,3,946,32,2944
158,4,978,32,3003
158,5,1007,32,3018
158,6,1034,32,3180
158,7,1058,32,3107
158,8,1100,32,3202
158,9,1117,32,3282
158,10,1131,32,3386
158,11,1143,32,3402
158,12,1153,32,3516
158,13,1160,32,3578
158,14,1165,32,3543
158,15,1167,32,3655
158,16,1167,32,3597
158,17,1167,32,3643
158,18,1167,32,3639
158,19,1167,32,3594
159,0,804,32,3318
159,1,845,32,3844
159,2,884,32,4012
159,3,920,32,4148
159,4,954,32,4562
159,5,985,32,5063
159,6,1014,32,5552
159,7,1040,32,5650
159,8,1064,32,5923
159,9,1086,32,5921
159,10,1105,32,6068
159,11,1121,32,6133
159,12,1135,32,6155
159,13,1155,32,6208
159,14,1162,32,6147
159,15,1165,32,5980
159,16,1167,32,5847
159,17,1167,32,5855
159,18,1167,32,5739
159,19,1167,32,5702
160,0,828,33,4689
160,1,866,33,4870
160,2,902,33,4989
160,3,935,33,5147
160,4,967,33,5341
160,5,996,33,5469
160,6,1022,33,5537
160,7,1047,33,5751
160,8,1069,33,5773
160,9,1089,33,5941
160,10,1107,33,5866
160,11,1122,33,5843
160,12,1146,33,5850
160,13,1155,33,5855
160,14,1161,33,5728
160,15,1165,33,5802
160,16,1167,33,5718
160,17,1167,33,5681
160,18,1167,33,5683
160,19,1167,33,5703
161,0,834,33,1032
161,1,873,33,923
161,2,910,33,828
161,3,944,33,755
161,4,976,33,722
161,5,1005,33,667
161,6,1032,33,682
161,7,1057,33,648
161,8,1079,33,583
161,9,1098,33,533
161,10,1130,33,538
161,11,1142,33,562
161,12,1152,33,611
161,13,1159,33,680
161,14,1164,33,755
161,15,1167,33,882
161,16,1167,33,907
161,17,1167,33,925
161,18,1167,33,924
161,19,1167,33,931
162,0,802,33,3165
162,1,842,33,3558
162,2,880,33,3905
162,3,915,33,3961
162,4,948,33,4053
162,5,979,33,4328
162,6,1008,33,4543
162,7,1034,33,4777
162,8,1058,33,4933
162,9,1079,33,5056
162,10,1099,33,5177
162,11,1115,33,5319
162,12,1130,33,5366
162,13,1142,33,5448
162,14,1152,33,5473
162,15,1159,33,5485
162,16,1164,33,5426
162,17,1167,33,5322
162,18,1167,33,5224
162,19,1167,33,5203
163,0,804,33,921
163,1,844,33,796
163,2,916,33,709
163,3,949,33,656
163,4,980,33,628
163,5,1008,33,725
163,6,1034,33,886
163,7,1057,33,1105
163,8,1079,33,1335
163,9,1098,33,1453
163,10,1115,33,1549
163,11,1129,33,1629
163,12,1141,33,1617
163,13,1151,33,1662
163,14,1158,33,1604
163,15,1163,33,1611
163,16,1166,33,1602
163,17,1167,33,1662
163,18,1167,33,1581
163,19,1167,33,1619
164,0,831,33,4608
164,1,871,33,4938
164,2,908,33,4992
164,3,942,33,4814
164,4,974,33,5134
164,5,1004,33,5363
164,6,1031,33,5661
164,7,1056,33,5888
164,8,1078,33,6052
164,9,1115,33,6150
164,10,1130,33,6119
164,11,1142,33,6144
164,12,1152,33,6088
164,13,1160,33,6126
164,14,1165,33,6036
164,15,1167,33,5989
164,16,1167,33,6111
164,17,1167,33,6211
164,18,1167,33,6163
164,19,1167,33,6110
165,0,837,34,3342
165,1,876,34,3906
165,2,913,34,4051
165,3,947,34,4136
165,4,979,34,4183
165,5,1008,34,4312
165,6,1059,34,4480
165,7,1081,34,4512
165,8,1100,34,4450
165,9,1117,34,4511
165,10,1131,34,4428
165,11,1143,34,4415
165,12,1153,34,4432
165,13,1160,34,4424
165,14,1164,34,4366
165,15,1167,34,4324
165,16,1167,34,4218
165,17,1167,34,4105
165,18,1167,34,3957
165,19,1167,34,3974
166,0,816,34,4363
166,1,856,34,4508
166,2,893,34,4516
166,3,927,34,4641
166,4,960,34,4724
166,5,990,34,4824
166,6,1017,34,4915
166,7,1043,34,5000
166,8,1066,34,5249
166,9,1086,34,5427
166,10,1105,34,5639
166,11,1134,34,5569
166,12,1145,34,5571
166,13,1154,34,5478
166,14,1161,34,5568
166,15,1165,34,5561
166,16,1167,34,5417
166,17,1167,34,5417
166,18,1167,34,5383
166,19,1167,34,5284
167,0,817,34,2165
167,1,857,34,2409
167,2,894,34,2126
167,3,929,34,2046
167,4,962,34,2455
167,5,992,34,2940
167,6,1019,34,3448
167,7,1045,34,3868
167,8,1068,34,4284
167,9,1088,34,4539
167,10,1107,34,4811
167,11,1122,34,5122
167,12,1136,34,5243
167,13,1147,34,5363
167,14,1156,34,5395
167,15,1162,34,5328
167,16,1166,34,5295
167,17,1167,34,5390
167,18,1167,34,5369
167,19,1167,34,5310
168,0,819,34,1554
168,1,859,34,1785
168,2,897,34,1963
168,3,932,34,2398
168,4,964,34,2660
168,5,995,34,2740
168,6,1023,34,2872
168,7,1048,34,2911
168,8,1071,34,2877
168,9,1091,34,2868
168,10,1109,34,3065
168,11,1125,34,3095
168,12,1138,34,3378
168,13,1149,34,3334
168,14,1157,34,3308
168,15,1163,34,3306
168,16,1166,34,3202
168,17,1167,34,3133
168,18,1167,34,3041
168,19,1167,34,2952
169,0,814,34,2548
169,1,853,34,2723
169,2,890,34,2754
169,3,925,34,3083
169,4,957,34,3308
169,5,987,34,3706
169,6,1015,34,4136
169,7,1040,34,4553
169,8,1063,34,4906
169,9,1084,34,5243
169,10,1103,34,5287
169,11,1119,34,5392
169,12,1133,34,5470
169,13,1144,34,5501
169,14,1153,34,5548
169,15,1160,34,5701
169,16,1165,34,5752
169,17,1167,34,5647
169,18,1167,34,5571
169,19,1167,34,5511
170,0,839,35,3877
170,1,913,35,3885
170,2,946,35,4011
170,3,977,35,4359
170,4,1006,35,4546
170,5,1033,35,4511
170,6,1057,35,4538
170,7,1078,35,4575
170,8,1098,35,4639
170,9,1115,35,4676
170,10,1129,35,4783
170,11,1142,35,4843
170,12,1151,35,4781
170,13,1159,35,4870
170,14,1164,35,4687
170,15,1167,35,4738
170,16,1167,35,4727
170,17,1167,35,4668
170,18,1167,35,4681
170,19,1167,35,4634
171,0,826,35,1359
171,1,865,35,1605
171,2,902,35,2073
171,3,936,35,2406
171,4,968,35,2858
171,5,998,35,3271
171,6,1025,35,3442
171,7,1050,35,3543
171,8,1072,35,3438
171,9,1092,35,3241
171,10,1110,35,3002
171,11,1138,35,2872
171,12,1138,35,2859
171,13,1157,35,2747
171,14,1163,35,2721
171,15,1166,35,2641
171,16,1167,35,2477
171,17,1167,35,2357
171,18,1167,35,2211
171,19,1167,35,2108
172,0,834,35,2955
172,1,873,35,3165
172,2,909,35,3279
172,3,942,35,3236
172,4,973,35,3169
172,5,1002,35,3193
172,6,1029,35,3324
172,7,1053,35,3433
172,8,1075,35,3539
172,9,1095,35,3606
172,10,1112,35,3732
172,11,1127,35,3824
172,12,1140,35,3969
172,13,1150,35,4136
172,14,1158,35,4253
172,15,1163,35,4279
172,16,1166,35,4379
172,17,1167,35,4384
172,18,1167,35,4395
172,19,1167,35,4418
173,0,824,35,439
173,1,861,35,396
173,2,895,35,361
173,3,928,35,331
173,4,958,35,319
173,5,987,35,308
173,6,1013,35,304
173,7,1038,35,319
173,8,1060,35,350
173,9,1080,35,366
173,10,1098,35,399
173,11,1114,35,422
173,12,1128,35,449
173,13,1140,35,470
173,14,1150,35,492
173,15,1157,35,491
173,16,1162,35,494
173,17,1166,35,501
173,18,1167,35,526
173,19,1167,35,548
174,0,856,35,1673
174,1,892,35,1637
174,2,926,35,1565
174,3,957,35,1553
174,4,987,35,1600
174,5,1014,35,1586
174,6,1039,35,1646
174,7,1062,35,1633
174,8,1083,35,1640
174,9,1101,35,1624
174,10,1117,35,1714
174,11,1131,35,1741
174,12,1143,35,1809
174,13,1152,35,1865
174,14,1159,35,1884
174,15,1164,35,1875
174,16,1166,35,1860
174,17,1167,35,1836
174,18,1167,35,1800
174,19,1167,35,1696
175,0,838,36,3964
175,1,877,36,4272
175,2,913,36,4460
175,3,946,36,4616
175,4,978,36,4707
175,5,1007,36,4996
175,6,1033,36,5070
175,7,1057,36,5132
175,8,1079,36,5181
175,9,1115,36,5114
175,10,1130,36,5167
175,11,1142,36,5041
175,12,1152,36,5023
175,13,1159,36,4998
175,14,1164,36,5030
175,15,1167,36,5042
175,16,1167,36,5052
175,17,1167,36,4995
175,18,1167,36,4942
175,19,1167,36,4966
176,0,826,36,1874
176,1,866,36,2018
176,2,903,36,2091
176,3,938,36,2056
176,4,970,36,2116
176,5,1000,36,2380
176,6,1027,36,2631
176,7,1052,36,2837
176,8,1075,36,3049
176,9,1095,36,3194
176,10,1128,36,3252
176,11,1140,36,3328
176,12,1151,36,3377
176,13,1158,36,3403
176,14,1164,36,3392
176,15,1167,36,3407
176,16,1167,36,3322
176,17,1167,36,3275
176,18,1167,36,3321
176,19,1167,36,3181
177,0,823,36,1636
177,1,861,36,2051
177,2,898,36,2021
177,3,932,36,1875
177,4,964,36,2001
177,5,994,36,2314
177,6,1021,36,2639
177,7,1046,36,2806
177,8,1068,36,2966
177,9,1089,36,3056
177,10,1107,36,3097
177,11,1122,36,3124
177,12,1136,36,3107
177,13,1147,36,3044
177,14,1161,36,3105
177,15,1165,36,2953
177,16,1167,36,2917
177,17,1167,36,2822
177,18,1167,36,2765
177,19,1167,36,2656
178,0,867,36,1650
178,1,904,36,1717
178,2,939,36,1802
178,3,972,36,2088
178,4,1002,36,2473
178,5,1030,36,2715
178,6,1055,36,3161
178,7,1077,36,3508
178,8,1097,36,3695
178,9,1115,36,3962
178,10,1130,36,4217
178,11,1142,36,4544
178,12,1152,36,4803
178,13,1159,36,4763
178,14,1164,36,4717
178,15,1167,36,4776
178,16,1167,36,4715
178,17,1167,36,4598
178,18,1167,36,4524
178,19,1167,36,4434
179,0,824,36,4782
179,1,863,36,4850
179,2,900,36,4810
179,3,934,36,4711
179,4,966,36,4747
179,5,996,36,4783
179,6,1023,36,4804
179,7,1048,36,4749
179,8,1071,36,4688
179,9,1109,36,4754
179,10,1124,36,4792
179,11,1137,36,4829
179,12,1148,36,4890
179,13,1156,36,4889
179,14,1162,36,4999
179,15,1166,36,4972
179,16,1167,36,4914
179,17,1167,36,4820
179,18,1167,36,4778
179,19,1167,36,4846
180,0,821,37,1552
180,1,861,37,1477
